Date,Brand Name(s),Product Description,Product Type,Recall Reason Description,Company Name
04/17/2018,Vital Essentials®,Dog/pet food Freeze-Dried Beef Toppers and Frozen Beef Chub,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety",Salmonella,Carnivore Meat Company
04/16/2018,Raw Form Organics,Powdered kratom products,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with salmonella,Triangle Pharmanaturals LLC
04/16/2018,"Various: Raw Form Organics, Molecule, Chameleon, Naturally, Lifted, Live Well, Third Eye",Powdered kratom products,Food & Beverage Safety,Potential to be contaminated with Salmonella,Triangle Pharmanaturals LLC
04/16/2018,Euphoric,Marketed as dietary supplement- capsules,"Food & Beverages,",Unapproved Ingredient,"Epic Products, LLC"
04/13/2018,AMA Wholesale Inc.,Rhino 69 Extreme 50000 capsules,"Dietary Supplements, Drugs,",Undeclared tadalafil,AMA Wholesale Inc.
04/11/2018,Premier Pharmacy Labs,Sterile Injectable Drug Products,"Drugs,",Due to a Potential Lack of Sterility Assurance,Premier Pharmacy Labs
03/26/2018,Blue Ridge Beef,Complete raw pet food,"Animal & Veterinary, Food & Beverage Safety",Potential of contamination with Salmonella and Listeria monocytogenes,Blue Ridge Beef
03/23/2018,Maurice’s Southern Gold,Maurice’s Southern Gold BBQ Sauce Honey,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared Wheat And Soy,Piggie Park Enterprises Inc.
03/23/2018,Carolina Gold,Honey Sauce,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared Wheat And Soy,Piggie Park Enterprises Inc.
03/23/2018,Delizza,Mini Eclairs,Food & Beverage Safety,Potential to be contaminated with Listeria monocytogenes,"Poppies International, Inc."
03/22/2018,BD,Vacutainer tubes,"Drugs,",Inaccurate lead test results,BD
03/17/2018,Oregon Food Bank,Nutritional Yeast,Food & Beverage Safety,Potential to be contaminated with Listeria species,Oregon Food Bank
03/16/2018,Trader Joe’s,Chocolate Chip Cookie,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared peanut,Chris’s Cookies
03/07/2018,Redbarn,Dog Chews,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety, Pet Food, Foodborne Illness",Potential to be contaminated with Salmonella,Redbarn Pet Products
03/06/2018,Tucker's,5lb Pork-Bison Box,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with Salmonella,"Raw Basics, LLC"
03/06/2018,Weis,Dried beef party rye dip,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared Milk and Egg,Weis Markets
03/02/2018,Steve’s Real Foods,Raw frozen dog food turkey canine recipe,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety, Pet Food, Foodborne Illness",Salmonella,Steve’s Real Foods
03/01/2018,Blue Ridge Beef,Raw pet food for cats,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety, Foodborne Illness",Due to Possible Salmonella and L. Mono Contamination,Name Blue Ridge Beef
02/28/2018,"Progressive Laboratories, Xenesta",Dietary supplements,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared milk,"Progressive Laboratories, Inc."
02/26/2018,Vital Essentials,Freeze-dried beef nibblets for dogs,"Animal & Veterinary, Food & Beverage Safety",Potential to be contaminated with Salmonella,Carnivore Meat Company
02/25/2018,Kancho,Snack Biscuit,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared peanut,LOTTE Int’l America Corp
02/23/2018,TruDog,Dog food,"Animal & Veterinary, Food & Beverages, Pet Food, Foodborne Illness",Potential to be contaminated with Salmonella,"TruPet, LLC"
02/23/2018,"Hospira, Novaplus","Labetalol Hydrochloride Injection, USP","Drugs,",Due to Potential Of Cracked Glass At The Rim Surface Of The Vials,"Hospira, Inc."
02/23/2018,Bella,Diet capsules,"Dietary Supplements, Vitamins",Due to Presence of Sibutramine,Bella All Natural
02/23/2018,Heinen's,Potato gnocchi,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared milk,"La Pasta, Inc."
02/22/2018,Whole Foods,Vegan Chicken Bites,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared Pecan,Sunneen Health Foods
02/22/2018,Market of Choice,Kale Salad,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared egg,Market of Choice
02/22/2018,Emerald,Glazed Walnuts,"Food & Beverages, Allergens, Food & Beverage Safety","Undeclared Peanuts, Almonds, Cashews and Pecans","Snyder's-Lance, Inc."
02/22/2018,Seggiano,Kale Pesto,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared tree nuts (cashews),"Seggiano USA, Inc."
02/18/2018,Northwest Naturals,Dog food,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety, Pet Food, Foodborne Illness",Potential to be contaminated with Listeria monocytogenes,Northwest Naturals
02/17/2018,SKI,Cherry SKI citrus soda,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared Red #40 and Yellow #5,The Double Cola Company
02/16/2018,Smokehouse,Dog treats,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with Salmonella,"Smokehouse Pet Products, Inc."
02/15/2018,Smokehouse,Dog treats,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety, Foodborne Illness",Potential to be contaminated with Salmonella,"Smokehouse Pet Products, Inc."
02/15/2018,AVpak,"Acyclovir Tablet, USP, 400mg, 50ct Unit Dose","Drugs,",Due to Product Mix-up,Apace Packaging LLC
02/15/2018,ZooLogics and more,"ZooLogics Duck with Vegetable Meals for Dogs, ZooLogics Chicken with Vegetable Meals for Dogs and more","Animal & Veterinary,","Positive findings of Shiga toxin-producing E. coli O128, Salmonella and/or Listeria monocytogenes",Arrow Reliance Inc. dba Darwin’s Natural
02/09/2018,LIFEPAK,LIFEPAK 1000 defibrillator,"Medical Devices,",Due to reported instances where the device has shut down unexpectedly during patient treatment,Physio-Control
02/09/2018,Grange Co-op Rouge,Rabbit Pellets,"Animal & Veterinary, Food & Beverage Safety",Due to Elevated Levels of Vitamin D,Grange Co-op
02/09/2018,Everroast,Chicken Caesar Wrap,"Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food",Undeclared anchovy,"Harris Teeter, LLC"
02/09/2018,"Dutch Valley Food Distributors, Inc.",Cappuccino Snack Mix,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with salmonella,"Dutch Valley Food Distributors, Inc."
02/09/2018,"Palmer, Publix, Trails End and others",Chocolate coated candy,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with salmonella,Palmer Candy  Company
02/09/2018,"King's Pastry, Bakewell desserts","Various cakes: tuxedo bar, chocolate bar, cappuccino","Food & Beverages, Allergens, Bakery Product/Mix, Food & Beverage Safety",Undeclared tree nuts (hazelnut),King's Pastry
02/09/2018,ageLOC TR90,Protein boost,"Food & Beverages, Allergens",Undeclared milk,"NSE Products, Inc."
02/09/2018,Fromi USA,"Soureliette Cheese, Tomme Brebis Fedou Cheese","Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,Fromi USA
02/09/2018,Vulto Creamery,Cheeses,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Listeria Monocytogenes,Vulto Creamery
02/09/2018,Dolcetta,Chocolate Candy,"Food & Beverages, Allergens, Chocolate/Cocoa Product, Food & Beverage Safety",Undeclared Milk and Soy,Dolcetta Artisan Sweets
02/09/2018,Dixie Diners Club,Carb Not Beanit Butter,"Food & Beverages, Butter/Butter Product, Food & Beverage Safety",may be contaminated with Escherichia coli O157:H7 bacteria,The SoyNut Butter Co.
02/09/2018,StrataMR,StrataMR adjustable valves and shunts.,"Medical Devices,",Due to an issue that can occur post-implantation that can lead to the potential for under-drainage of cerebrospinal fluid,Medtronic
02/09/2018,LaBri’s Body Health,Dietary Supplement,"Drugs,",Mislabeling,Envy Me
02/09/2018,Season's Choice,Sweet Peas,"Food & Beverages, Food & Beverage Safety, Produce",Listeria,"Lakeside Foods, Inc."
02/09/2018,"NC Trek, NC Traveler, and NC Tenku","NC Trek RX Coronary Dilatation Catheter, NC Traveler Coronary Dilatation Catheter, and NC Tenku RX PTCA Balloon Catheter","Medical Devices,",May exhibit difficulty in removing the protective balloon sheath,Abbott
02/09/2018,Trident,Frozen Multi-grain Alaskan Cod,"Food & Beverages, Fish, Food & Beverage Safety",Contains small pieces of plastic.,Trident Seafoods Corporation
02/09/2018,Wingman35,Catheters,"Medical Devices,",Due to tip splitting or separation,ReFlow Medical
02/09/2018,"Evoke, Millville and more",Granola and muesli products,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,NEW ENGLAND NATURAL BAKERS
02/09/2018,L.A. Lucky Brand,Sweet Basil Seeds,"Food & Beverages, Food & Beverage Safety, Seeds",Salmonella,L.A. Lucky Import & Export
02/09/2018,Venture,Catheters,"Medical Devices,",Due to the potential for excess material to be present within the inner lumen of the distal catheter tip,"Teleflex Vascular Solutions, Inc."
02/09/2018,Bulletproof,Collagen protein bars and bites,"Food & Beverages, Food & Beverage Safety, Meal Replacements",Listeria,"Bulletproof 360, Inc. (“Bulletproof”)"
02/09/2018,Friendly Farms,Key Lime Crunch Tilts,"Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food",Undeclared Almond,"Commonwealth Dairy, LLC"
02/09/2018,Amrita,Protein Bars,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,"Hudson Valley Foods, Inc"
02/09/2018,Valery,Papayas,Food & Beverage Safety,Potential to be contaminated with Salmonella,Freshtex Produce LLC
02/09/2018,Seven Sundays,Vanilla Cherry Pecan Muesli,"Food & Beverages, Allergens, Cereal/Breakfast Food, Food & Beverage Safety, Nuts & Nut Products",may contain undeclared almonds,"Seven Sundays, LLC"
02/09/2018,Rajbhog Sweets,Jalebi,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared almonds,Rajbhog Distributors GA. Inc.
02/09/2018,"Big Win, Uncle Ray's, Gourmet Select, more",Popcorn,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared milk,Dedinas Franzak Enterprises
02/09/2018,Big Win,Popcorn,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared milk,Dedinas-Franzak Enterprises
02/09/2018,Bella Pharma,All lots of unexpired sterile drug products,"Drugs, Generic Drugs",Lack of Sterility,"Bella Pharmaceuticals, Inc."
02/09/2018,Cook Medical,Zenith Alpha™ Thoracic Endovascular Graft ,"Medical Devices,",Due to correction to the Instructions For Use,Cook Medical
02/09/2018,ShopRite,Chocolate Chips,"Food & Beverages, Allergens, Chocolate/Cocoa Product, Food & Beverage Safety",Undeclared milk,Wakefern Food Corp.
02/09/2018,Bristol Farms,Tasty Treats Nonpareils Milk Chocolate,"Food & Beverages, Chocolate/Cocoa Product, Food & Beverage Safety",Undeclared Milk,First Source
02/09/2018,OriGen,Catheters,"Medical Devices,",Due to potential product failures,OriGen Biomedical
02/09/2018,Raws for Paws,Ground turkey pet food,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety, Pet Food, Foodborne Illness",Potential to be contaminated with Salmonella,Raws for Paws
02/09/2018,Weis,Store-made Penne Pasta with Asiago Sauce and Grilled Chicken single serving meal,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared milk,Weis Markets
02/09/2018,Sunshine Bakery,"Cassava cake, mixed nut mooncake","Food & Beverages, Allergens, Bakery Product/Mix, Food & Beverage Safety","Mislabeling of Food Allergens PEANUT, COCONUT, ALMOND, AND CASHEW",Sunshine Bakery
02/09/2018,NuGo Slim,Crunchy Peanut Butter nutrition bars,"Food & Beverages, Allergens, Dairy, Food & Beverage Safety, Meal Replacements",Milk Allergen,Lifestyle Evolution
02/09/2018,Hunt’s,Chili Kit,"Food & Beverages, Food & Beverage Safety, Spices, Flavors &  Salts",Salmonella,"Conagra Brands, Inc."
02/09/2018,Clancy’s,Combo snack bag,"Food & Beverages, Allergens, Food & Beverage Safety, Snack Food Item",Undeclared Milk,Olde York
02/09/2018,Oberlander,Chocolate Kokosh Cake,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared almonds,Orthodox Baking Co
02/09/2018,7-Eleven,Caesar Salad,"Food & Beverages, Allergens, Food & Beverage Safety, Produce","Undeclared Fish, Wheat, Milk and Egg Allergen",Choice Farms LLC
02/09/2018,La Granja INC,Mango Flavored Ice cream,"Food & Beverages, Food & Beverage Safety, Ice Cream/Frozen Dairy",Salmonella,La Granja INC
02/09/2018,Soylent,1.8 Powder,"Food & Beverages, Dairy",Undeclared Milk,Soylent
02/09/2018,Farming Fish,Organic Basil Pesto,"Food & Beverages, Food & Beverage Safety, Spices, Flavors &  Salts",Listeria,Local Bounty
02/09/2018,U.S. Deer Antler Ex. & Imp,Tea,"Food & Beverages, Coffee/Tea , Food & Beverage Safety",Clostridium Botulinum,U.S. Deer Antler Ex. & Imp
02/09/2018,De Mi Pais,Queso Fresco,"Food & Beverages, Food & Beverage Safety",Contaminated with Listeria monocytogenes,Global Garlic Inc.
02/09/2018,Wang,"Fish cake, fish ball, and fish tofu products","Food & Beverages, Dairy, Egg/Egg Product",Undeclared egg and wheat,Wang GlobalNet
02/09/2018,Simple Truth,Macadamia Nuts,"Food & Beverages, Food & Beverage Safety, Nuts & Nut Products",Listeria monocytogenes,Kroger
02/09/2018,Western Family,Western Family Onion Soup Mix,"Food & Beverages, Allergens, Food & Beverage Safety, Soup",Allergen: Eggs,Gilster-Mary Lee
02/09/2018,De Mi Pais,Queso Fresco,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,Global Garlic Inc.
02/09/2018,Krimson,Frozen Yellowfin Tuna steaks and cubes,"Food & Beverages, Food & Beverage Safety",Hepatitis A Linked to Frozen Tuna,Hilo Fish Company
02/09/2018,"Market District, Giant Eagle","Toasted crumb tilapia, breaded chicken breast","Food & Beverages, Allergens, Food & Beverage Safety",Undeclared Milk Allergen,"Giant Eagle, Inc."
02/09/2018,"Fresh Foods Market, Lantana, Marketside",Hummus,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,House of Thaller
02/09/2018,Nabelsi,Thyme,"Food & Beverages, Food & Beverage Safety, Spices, Flavors &  Salts",Lead Contaminant,Aroma Imports Inc.
02/09/2018,20/20 Life Styles,Yogurt Peanut Crunch protein bar,"Food & Beverages, Food & Beverage Safety, Meal Replacements",E.coli,Pro Sports Club
02/09/2018,Whole Foods Market,Tarts,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared Almond Flour,Whole Foods Market
02/09/2018,Tupperware,Southwest Chipotle Seasoning,"Food & Beverages, Food & Beverage Safety, Spices, Flavors &  Salts",Salmonella,"Tupperware U.S., Inc."
02/09/2018,Lam Sheng Kee,"Frozen Fish Tofu, Frozen Fried Fish Ball and Frozen White Fish Ball","Food & Beverages, Allergens, Fish, Food & Beverage Safety",Undeclared Egg,Global Lamsheng Kee Inc.
02/09/2018,Bakery Fresh Goodness,Carrot Cupcakes,"Food & Beverages, Allergens, Bakery Product/Mix, Food & Beverage Safety",Undeclared soy and milk,Fred Meyer Stores
02/09/2018,Dierbergs Kitchen,Deli Products,"Food & Beverages, Allergens, Dressing/Condiment, Food & Beverage Safety",Undeclared Fish and Milk,Dierbergs Markets
02/09/2018,"Country Fresh, Southwest, Marketside, HEB Ready Fresh Go","Stuffed mushrooms, fruit and cheese","Food & Beverages, Food & Beverage Safety, Snack Food Item",potential of being contaminated with Listeria monocytogenes,Country Fresh
02/09/2018,Woodstock,Matcha Vanilla Oats,Food & Beverage Safety,Contaminated with Listeria monocytogenes,"Garden of Light, Inc. dba Gluten Free Solutions"
02/09/2018,"Oakdell, So Delicious, Bongard's, Signature Café","Coconut Beverage, Broccoli Cheddar Soup, Eggs, and Cheese Product","Food & Beverages, Cheese/Cheese Product, Egg/Egg Product, Food & Beverage Safety, Soup",Potential Spoilage,The Idaho Foodbank
02/09/2018,Our Chef's Own,Spinach Orzo Salad,"Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food",undeclared tree nut allergen,Whole Foods Market
02/09/2018,Bush’s Best,Baked Beans,"Food & Beverages, Food & Beverage Safety, Prepared Food",Potential harmful bacteria contamination due to defective side seams,Bush Brother’s & Company
02/09/2018,Gazab,Green Raisins,"Food & Beverages, Allergens, Snack Food Item",Undeclared Sulfites,United Trading Inc.
02/09/2018,Fusia,Szechuan Stir Fry,"Food & Beverages, Food & Beverage Safety, Prepared Food",potential to be contaminated with Listeria monocytogenes,"Versa Marketing, Inc."
02/09/2018,I.M. Healthy,Original creamy SoyNut Butter,"Food & Beverages, Food & Beverage Safety, Snack Food Item",may be contaminated with Escherichia coli O157:H7 bacteria,SoyNut Butter Co.
02/09/2018,Vulto Creamery,Ouleout and Miranda soft raw milk cheese,Food & Beverage Safety,Potential to be contaminated with Listeria monocytogenes,Whole Foods Market
02/09/2018,Lidia’s,Marinara Sauce,"Food & Beverages, Allergens, Food & Beverage Safety, Gravy/Sauces",Undeclared Milk,Nonna Foods
02/09/2018,Vulto Creamery,Cheese,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,Whole Foods Market
02/09/2018,(no brand name) Edamame,Edamame (Soybeans),"Food & Beverages, Food & Beverage Safety, Organic Food / Home Grown",Listeria,Advanced Fresh Concepts Franchise Corp.
02/08/2018,Apexxx,Dietary Supplement,"Drugs,",Due to presence of Sildenafil,Nuway Distributors
02/08/2018,Baxter,"intravenous (IV) solutions: 0.9% Sodium Chloride Injection, USP, 250 mL VIAFLEX Plastic Container and 70% Dextrose Injection (2000 mL) USP","Drugs,",Labeled as Eliquis5 mg was found to contain Eliquis 2.5 mg tablets,Baxter International Inc.
02/08/2018,Whole Foods Market,Croissants,"Food & Beverages, Allergens, Bakery Product/Mix, Food & Beverage Safety",Undeclared egg,Bakers of Paris
02/08/2018,"9LivesTM, EverPetTM, and Special KittyTM",Canned cat food,"Animal & Veterinary, Food & Beverages, Food & Beverage Safety",Due to Low Levels of Thiamine (Vitamin B1),J.M. Smucker Company
